Gene_Name,test_id,gene_id,gene,locus,sample_1,sample_2,status,value_1,value_2,log2(fold_change),test_stat,p_value,q_value,significant
UNKNOWN,XLOC_010354,XLOC_010354,-,chr15:90223615-90224002,MockIFN,T1L-IFN,OK,0,0.479268,inf,#NAME?,0.0028,0.00805617,yes
UNKNOWN,XLOC_010355,XLOC_010355,-,chr15:90233833-90234780,MockIFN,T1L-IFN,OK,0,0.202519,inf,#NAME?,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_010356,XLOC_010356,-,chr15:90253218-90254064,MockIFN,T1L-IFN,OK,0,0.369293,inf,#NAME?,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_010372,XLOC_010372,-,chr15:94598249-94599402,MockIFN,T1L-IFN,OK,0,0.482986,inf,#NAME?,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_010380,XLOC_010380,-,chr15:96162870-96163389,MockIFN,T1L-IFN,OK,0,0.34351,inf,#NAME?,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_010393,XLOC_010393,-,chr15:97156952-97167258,MockIFN,T1L-IFN,OK,23.882,15.7472,-0.600832,-2.21593,0.00195,0.00587732,yes
UNKNOWN,XLOC_010397,XLOC_010397,-,chr15:97470746-97472952,MockIFN,T1L-IFN,OK,0.0341557,0.384001,3.49091,2.74156,0.01855,0.0421555,yes
UNKNOWN,XLOC_010398,XLOC_010398,-,chr15:97478231-97480144,MockIFN,T1L-IFN,OK,0.269037,0.87242,1.69722,3.42975,0.0001,0.000397895,yes
UNKNOWN,XLOC_010409,XLOC_010409,-,chr15:98028796-98030636,MockIFN,T1L-IFN,OK,0.102879,0.451093,2.13248,2.37859,0.01445,0.0338932,yes
UNKNOWN,XLOC_010421,XLOC_010421,-,chr15:98495618-98495817,MockIFN,T1L-IFN,OK,0,5.23267,inf,#NAME?,0.00375,0.0103563,yes
UNKNOWN,XLOC_010440,XLOC_010440,-,chr15:98918395-98918601,MockIFN,T1L-IFN,OK,0,3.20084,inf,#NAME?,0.0005,0.00171017,yes
UNKNOWN,XLOC_010529,XLOC_010529,-,chr15:102961373-102965476,MockIFN,T1L-IFN,OK,0.840001,0.094717,-3.1487,-3.92795,0.0004,0.00141085,yes
UNKNOWN,XLOC_010530,XLOC_010530,-,chr15:102961373-102965476,MockIFN,T1L-IFN,OK,0.352906,0.0968751,-1.86509,-2.02476,0.01515,0.0352895,yes
UNKNOWN,XLOC_010535,XLOC_010535,-,chr15:103167078-103170475,MockIFN,T1L-IFN,OK,6.05514,18.3131,1.59664,6.53862,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_010556,XLOC_010556,-,chr15:62290313-62290970,MockIFN,T1L-IFN,OK,0.0434995,0.387955,3.15682,1.70077,0.0212,0.0470876,yes
UNKNOWN,XLOC_010558,XLOC_010558,-,chr15:62297300-62299056,MockIFN,T1L-IFN,OK,0.0597911,0.583892,3.2877,3.0939,0.00545,0.0142826,yes
UNKNOWN,XLOC_010560,XLOC_010560,-,chr15:62336781-62337241,MockIFN,T1L-IFN,OK,0,0.523329,inf,#NAME?,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_010562,XLOC_010562,-,chr15:62350067-62350491,MockIFN,T1L-IFN,OK,0,0.543091,inf,#NAME?,0.0001,0.000397895,yes
UNKNOWN,XLOC_010565,XLOC_010565,-,chr15:66857461-66858427,MockIFN,T1L-IFN,OK,0.0841027,0.900374,3.4203,2.67337,0.0171,0.0391906,yes
UNKNOWN,XLOC_010570,XLOC_010570,-,chr15:98943622-98943856,MockIFN,T1L-IFN,OK,0,2.13789,inf,#NAME?,0.00355,0.00987544,yes
UNKNOWN,XLOC_010571,XLOC_010571,-,chr15:101216829-101217299,MockIFN,T1L-IFN,OK,0.57442,0,#NAME?,#NAME?,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_010603,XLOC_010603,-,chr16:8861065-8863196,MockIFN,T1L-IFN,OK,0.391914,1.41004,1.84713,4.59018,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_010604,XLOC_010604,-,chr16:8863351-8864304,MockIFN,T1L-IFN,OK,0.0274674,0.518235,4.23781,2.28536,0.0209,0.0465644,yes
UNKNOWN,XLOC_010606,XLOC_010606,-,chr16:8867401-8870729,MockIFN,T1L-IFN,OK,0.0266154,0.455999,4.09869,3.93357,0.0016,0.00490875,yes
UNKNOWN,XLOC_010607,XLOC_010607,-,chr16:8870873-8874213,MockIFN,T1L-IFN,OK,0.0150849,0.354876,4.55614,3.38565,0.0211,0.0469118,yes
UNKNOWN,XLOC_010608,XLOC_010608,-,chr16:8878406-8878746,MockIFN,T1L-IFN,OK,0,0.598355,inf,#NAME?,0.00045,0.00156509,yes
UNKNOWN,XLOC_010660,XLOC_010660,-,chr16:17049640-17050170,MockIFN,T1L-IFN,OK,0,0.208952,inf,#NAME?,0.00355,0.00987544,yes
UNKNOWN,XLOC_010661,XLOC_010661,-,chr16:17053936-17054610,MockIFN,T1L-IFN,OK,0,0.196276,inf,#NAME?,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_010686,XLOC_010686,-,chr16:18118101-18118812,MockIFN,T1L-IFN,OK,0,0.270194,inf,#NAME?,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_010692,XLOC_010692,-,chr16:18705536-18719073,MockIFN,T1L-IFN,OK,0.0824981,1.09419,3.72936,3.21124,0.01225,0.0293179,yes
UNKNOWN,XLOC_010708,XLOC_010708,-,chr16:20565073-20565389,MockIFN,T1L-IFN,OK,0,0.788302,inf,#NAME?,0.00375,0.0103563,yes
UNKNOWN,XLOC_010728,XLOC_010728,-,chr16:22178115-22178428,MockIFN,T1L-IFN,OK,0,0.691328,inf,#NAME?,0.00455,0.0121492,yes
UNKNOWN,XLOC_010768,XLOC_010768,-,chr16:29662720-29665720,MockIFN,T1L-IFN,OK,0.38968,0.229413,-0.764339,-1.70298,0.0192,0.0434471,yes
UNKNOWN,XLOC_010774,XLOC_010774,-,chr16:30735470-30739856,MockIFN,T1L-IFN,OK,0,3.64916,inf,#NAME?,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_010782,XLOC_010782,-,chr16:32008557-32008824,MockIFN,T1L-IFN,OK,0,0.853801,inf,#NAME?,0.00385,0.010579,yes
UNKNOWN,XLOC_010789,XLOC_010789,-,chr16:32305953-32306333,MockIFN,T1L-IFN,OK,0,0.737284,inf,#NAME?,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_010823,XLOC_010823,-,chr16:36140028-36140229,MockIFN,T1L-IFN,OK,0,5.15911,inf,#NAME?,0.00355,0.00987544,yes
UNKNOWN,XLOC_010889,XLOC_010889,-,chr16:49913880-49915009,MockIFN,T1L-IFN,OK,23.2128,6.93895,-1.74213,-7.94539,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_010905,XLOC_010905,-,chr16:57232327-57232509,MockIFN,T1L-IFN,OK,16.1825,270.264,4.06186,5.3542,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_010908,XLOC_010908,-,chr16:58350955-58352649,MockIFN,T1L-IFN,OK,11.6854,30.9367,1.40461,6.54318,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_010909,XLOC_010909,-,chr16:58357610-58357731,MockIFN,T1L-IFN,OK,0,116.735,inf,#NAME?,0.00045,0.00156509,yes
UNKNOWN,XLOC_010910,XLOC_010910,-,chr16:58378282-58378621,MockIFN,T1L-IFN,OK,0,0.449779,inf,#NAME?,0.00455,0.0121492,yes
UNKNOWN,XLOC_010963,XLOC_010963,-,chr16:90284601-90285986,MockIFN,T1L-IFN,OK,1.53734,0.563924,-1.44686,-3.42143,0.0001,0.000397895,yes
UNKNOWN,XLOC_010964,XLOC_010964,-,chr16:90293419-90293917,MockIFN,T1L-IFN,OK,0,0.529093,inf,#NAME?,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_010983,XLOC_010983,-,chr16:91963393-91964151,MockIFN,T1L-IFN,OK,0.32028,0,#NAME?,#NAME?,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_010988,XLOC_010988,-,chr16:92195275-92250121,MockIFN,T1L-IFN,OK,0.837442,13.2604,3.98499,4.2135,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_011001,XLOC_011001,-,chr16:93878082-93879350,MockIFN,T1L-IFN,OK,0,0.387755,inf,#NAME?,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_011006,XLOC_011006,-,chr16:94488239-94494329,MockIFN,T1L-IFN,OK,0.133413,0.45873,1.78174,3.17916,0.0004,0.00141085,yes
UNKNOWN,XLOC_011007,XLOC_011007,-,chr16:94494901-94496705,MockIFN,T1L-IFN,OK,0.0610919,0.51429,3.07353,2.75963,0.0073,0.0185188,yes
UNKNOWN,XLOC_011021,XLOC_011021,-,chr16:97997259-98008757,MockIFN,T1L-IFN,OK,29.0579,17.3985,-0.739965,-2.26095,0.00195,0.00587732,yes
UNKNOWN,XLOC_011022,XLOC_011022,-,chr16:3122703-3123200,MockIFN,T1L-IFN,OK,0.3013,1.59401,2.40338,2.24094,0.01865,0.0423399,yes
UNKNOWN,XLOC_011029,XLOC_011029,-,chr16:4032999-4037128,MockIFN,T1L-IFN,OK,0.813217,0.18127,-2.1655,-3.64892,0.0001,0.000397895,yes
UNKNOWN,XLOC_011057,XLOC_011057,-,chr16:8675576-8677611,MockIFN,T1L-IFN,OK,0,0.271994,inf,#NAME?,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_011060,XLOC_011060,-,chr16:9157201-9157707,MockIFN,T1L-IFN,OK,0,0.416097,inf,#NAME?,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_011061,XLOC_011061,-,chr16:9159716-9160017,MockIFN,T1L-IFN,OK,0,1.34916,inf,#NAME?,0.00035,0.00125374,yes
UNKNOWN,XLOC_011076,XLOC_011076,-,chr16:10806399-10817000,MockIFN,T1L-IFN,OK,0.915338,0.130345,-2.81197,-4.79549,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_011079,XLOC_011079,-,chr16:11030170-11036237,MockIFN,T1L-IFN,OK,3.93873,2.86586,-0.458761,-1.9398,0.0059,0.0153111,yes
UNKNOWN,XLOC_011090,XLOC_011090,-,chr16:13778993-13780653,MockIFN,T1L-IFN,OK,0.402183,0.104191,-1.94863,-2.43504,0.00475,0.0126232,yes
UNKNOWN,XLOC_011115,XLOC_011115,-,chr16:17145698-17146452,MockIFN,T1L-IFN,OK,0,0.635042,inf,#NAME?,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_011182,XLOC_011182,-,chr16:23222349-23224154,MockIFN,T1L-IFN,OK,0.247569,0.0589495,-2.07028,-2.04927,0.0145,0.033979,yes
UNKNOWN,XLOC_011188,XLOC_011188,-,chr16:24274693-24276054,MockIFN,T1L-IFN,OK,1.09827,0.450671,-1.28508,-2.6541,0.0011,0.00349734,yes
UNKNOWN,XLOC_011191,XLOC_011191,-,chr16:25042132-25073524,MockIFN,T1L-IFN,OK,0.355637,0.937063,1.39774,2.50585,0.0015,0.00462653,yes
UNKNOWN,XLOC_011253,XLOC_011253,-,chr16:36039399-36039777,MockIFN,T1L-IFN,OK,0,0.836519,inf,#NAME?,0.0005,0.00171017,yes
UNKNOWN,XLOC_011290,XLOC_011290,-,chr16:43694103-43695876,MockIFN,T1L-IFN,OK,0,0.918002,inf,#NAME?,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_011294,XLOC_011294,-,chr16:44028542-44028745,MockIFN,T1L-IFN,OK,0,3.44262,inf,#NAME?,0.00355,0.00987544,yes
UNKNOWN,XLOC_011295,XLOC_011295,-,chr16:44030339-44040284,MockIFN,T1L-IFN,OK,0,0.453792,inf,#NAME?,0.0028,0.00805617,yes
UNKNOWN,XLOC_011296,XLOC_011296,-,chr16:44046812-44047387,MockIFN,T1L-IFN,OK,0,0.401951,inf,#NAME?,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_011298,XLOC_011298,-,chr16:44051537-44052369,MockIFN,T1L-IFN,OK,0,0.223214,inf,#NAME?,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_011300,XLOC_011300,-,chr16:44053319-44053762,MockIFN,T1L-IFN,OK,0,0.261496,inf,#NAME?,0.0028,0.00805617,yes
UNKNOWN,XLOC_011301,XLOC_011301,-,chr16:44060349-44061145,MockIFN,T1L-IFN,OK,0,0.183191,inf,#NAME?,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_011302,XLOC_011302,-,chr16:44070810-44071372,MockIFN,T1L-IFN,OK,0,0.36364,inf,#NAME?,0.0003,0.00109165,yes
UNKNOWN,XLOC_011307,XLOC_011307,-,chr16:44719121-44721343,MockIFN,T1L-IFN,OK,0.314186,1.13426,1.85206,4.63669,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_011328,XLOC_011328,-,chr16:47636535-47637843,MockIFN,T1L-IFN,OK,7.10477,4.60371,-0.625991,-2.50601,0.00065,0.00215753,yes
UNKNOWN,XLOC_011329,XLOC_011329,-,chr16:47638039-47700138,MockIFN,T1L-IFN,OK,14.5829,9.39728,-0.633962,-2.96232,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_011332,XLOC_011332,-,chr16:48889605-48890661,MockIFN,T1L-IFN,OK,0,0.235802,inf,#NAME?,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_011334,XLOC_011334,-,chr16:49852474-49853927,MockIFN,T1L-IFN,OK,0.531093,0.168183,-1.65893,-2.24468,0.00895,0.0222168,yes
UNKNOWN,XLOC_011340,XLOC_011340,-,chr16:50523707-50526110,MockIFN,T1L-IFN,OK,0.0728297,0.525206,2.85028,2.65389,0.00905,0.0224347,yes
UNKNOWN,XLOC_011349,XLOC_011349,-,chr16:55697802-55734442,MockIFN,T1L-IFN,OK,0.267838,0.859312,1.68182,4.12013,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_011350,XLOC_011350,-,chr16:55780452-55781199,MockIFN,T1L-IFN,OK,0,0.270279,inf,#NAME?,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_011367,XLOC_011367,-,chr16:58343055-58344476,MockIFN,T1L-IFN,OK,0.103637,0.357688,1.78716,2.12621,0.01495,0.034896,yes
UNKNOWN,XLOC_011368,XLOC_011368,-,chr16:58345984-58349904,MockIFN,T1L-IFN,OK,0,0.930665,inf,#NAME?,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_011429,XLOC_011429,-,chr16:86331209-86331978,MockIFN,T1L-IFN,OK,0.225353,1.23345,2.45244,2.53778,0.00645,0.0165957,yes
UNKNOWN,XLOC_011430,XLOC_011430,-,chr16:86332056-86347864,MockIFN,T1L-IFN,OK,0.9214,3.06419,1.7336,3.57384,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_011479,XLOC_011479,-,chr16:91540524-91542504,MockIFN,T1L-IFN,OK,0.0593621,0.424824,2.83925,2.46565,0.00865,0.0215914,yes
UNKNOWN,XLOC_011494,XLOC_011494,-,chr16:92563863-92565865,MockIFN,T1L-IFN,OK,0.580998,0.256581,-1.17912,-2.26564,0.0042,0.0114366,yes
UNKNOWN,XLOC_011526,XLOC_011526,-,chr16:8878939-8879282,MockIFN,T1L-IFN,OK,0,0.492821,inf,#NAME?,0.00455,0.0121492,yes
UNKNOWN,XLOC_011529,XLOC_011529,-,chr16:34784526-34784761,MockIFN,T1L-IFN,OK,0,2.6593,inf,#NAME?,0.00045,0.00156509,yes
UNKNOWN,XLOC_011531,XLOC_011531,-,chr16:58352755-58353215,MockIFN,T1L-IFN,OK,0,0.759207,inf,#NAME?,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_011540,XLOC_011540,-,chr17:3291958-3310203,MockIFN,T1L-IFN,OK,0.289379,0.918966,1.66705,3.2835,0.00025,0.000924854,yes
UNKNOWN,XLOC_011541,XLOC_011541,-,chr17:3310365-3310675,MockIFN,T1L-IFN,OK,0,0.796017,inf,#NAME?,0.00045,0.00156509,yes
UNKNOWN,XLOC_011545,XLOC_011545,-,chr17:4907901-4913681,MockIFN,T1L-IFN,OK,2.08146,3.25428,0.644743,1.79484,0.01135,0.0274204,yes
UNKNOWN,XLOC_011547,XLOC_011547,-,chr17:5400997-5401792,MockIFN,T1L-IFN,OK,0,8.68238,inf,#NAME?,0.00355,0.00987544,yes
UNKNOWN,XLOC_011553,XLOC_011553,-,chr17:5936686-5936958,MockIFN,T1L-IFN,OK,0,2.95148,inf,#NAME?,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_011595,XLOC_011595,-,chr17:13023063-13023507,MockIFN,T1L-IFN,OK,0,0.407972,inf,#NAME?,0.00355,0.00987544,yes
UNKNOWN,XLOC_011625,XLOC_011625,-,chr17:17038187-17039177,MockIFN,T1L-IFN,OK,2.90509,0,#NAME?,#NAME?,0.00025,0.000924854,yes
UNKNOWN,XLOC_011629,XLOC_011629,-,chr17:17320109-17321494,MockIFN,T1L-IFN,OK,0.559087,0.13407,-2.06009,-2.72227,0.0015,0.00462653,yes
UNKNOWN,XLOC_011635,XLOC_011635,-,chr17:17828697-17830071,MockIFN,T1L-IFN,OK,0.540753,0.312646,-0.790437,-1.89066,0.00985,0.0241866,yes
UNKNOWN,XLOC_011666,XLOC_011666,-,chr17:21041581-21042115,MockIFN,T1L-IFN,OK,0.840064,4.46119,2.40886,3.77244,0.00015,0.000579177,yes
UNKNOWN,XLOC_011667,XLOC_011667,-,chr17:21042218-21043039,MockIFN,T1L-IFN,OK,0.648576,3.38271,2.38283,4.6543,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_011669,XLOC_011669,-,chr17:21104284-21104549,MockIFN,T1L-IFN,OK,0,1.03676,inf,#NAME?,0.00455,0.0121492,yes
UNKNOWN,XLOC_011677,XLOC_011677,-,chr17:21478383-21479661,MockIFN,T1L-IFN,OK,0.814511,0.212661,-1.93738,-2.78701,0.00195,0.00587732,yes
UNKNOWN,XLOC_011678,XLOC_011678,-,chr17:21479782-21480568,MockIFN,T1L-IFN,OK,0.834247,0.235454,-1.82503,-1.93262,0.0138,0.0325574,yes
UNKNOWN,XLOC_011680,XLOC_011680,-,chr17:21522590-21532406,MockIFN,T1L-IFN,OK,0.951661,0.48736,-0.965458,-2.71873,0.0001,0.000397895,yes
UNKNOWN,XLOC_011697,XLOC_011697,-,chr17:23546139-23546626,MockIFN,T1L-IFN,OK,0.234626,3.66385,3.96492,3.22661,0.01315,0.0312206,yes
UNKNOWN,XLOC_011723,XLOC_011723,-,chr17:24545925-24546765,MockIFN,T1L-IFN,OK,0,0.229414,inf,#NAME?,0.0002,0.000754234,yes
UNKNOWN,XLOC_011781,XLOC_011781,-,chr17:26662251-26662486,MockIFN,T1L-IFN,OK,0,1.66604,inf,#NAME?,0.00385,0.010579,yes
UNKNOWN,XLOC_011784,XLOC_011784,-,chr17:26779903-26780652,MockIFN,T1L-IFN,OK,0,0.658988,inf,#NAME?,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_011800,XLOC_011800,-,chr17:27636565-27636955,MockIFN,T1L-IFN,OK,0.919284,3.75084,2.02863,2.30399,0.00795,0.020022,yes
UNKNOWN,XLOC_011823,XLOC_011823,-,chr17:29052813-29054863,MockIFN,T1L-IFN,OK,0,0.286882,inf,#NAME?,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_011828,XLOC_011828,-,chr17:29311714-29312193,MockIFN,T1L-IFN,OK,0,0.293486,inf,#NAME?,0.00425,0.0115432,yes
UNKNOWN,XLOC_011842,XLOC_011842,-,chr17:31018997-31020458,MockIFN,T1L-IFN,OK,0.187859,0,#NAME?,#NAME?,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_011852,XLOC_011852,-,chr17:31687292-31693518,MockIFN,T1L-IFN,OK,0.54585,3.32897,2.6085,2.50664,0.0103,0.025139,yes
UNKNOWN,XLOC_011856,XLOC_011856,-,chr17:31796665-31797485,MockIFN,T1L-IFN,OK,0,0.190484,inf,#NAME?,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_011936,XLOC_011936,-,chr17:35071347-35078804,MockIFN,T1L-IFN,OK,0.447798,1.38939,1.63354,1.85608,0.01095,0.0265683,yes
UNKNOWN,XLOC_011974,XLOC_011974,-,chr17:35969926-35972535,MockIFN,T1L-IFN,OK,1.25442,9.59338,2.93502,2.81959,0.00825,0.02069,yes
UNKNOWN,XLOC_011980,XLOC_011980,-,chr17:36217776-36233465,MockIFN,T1L-IFN,OK,8.60976,2.24898,-1.9367,-6.2425,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_011981,XLOC_011981,-,chr17:36272967-36276479,MockIFN,T1L-IFN,OK,0.448982,0.13151,-1.77149,-3.34854,0.0002,0.000754234,yes
UNKNOWN,XLOC_011982,XLOC_011982,-,chr17:36278787-36281296,MockIFN,T1L-IFN,OK,0.57981,0.170816,-1.76313,-2.78907,0.00125,0.0039261,yes
UNKNOWN,XLOC_012042,XLOC_012042,-,chr17:43557897-43558450,MockIFN,T1L-IFN,OK,0,0.248739,inf,#NAME?,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_012057,XLOC_012057,-,chr17:45807925-45808278,MockIFN,T1L-IFN,OK,0,0.74678,inf,#NAME?,0.00015,0.000579177,yes
UNKNOWN,XLOC_012058,XLOC_012058,-,chr17:45851152-45856326,MockIFN,T1L-IFN,OK,2.51825,4.05635,0.687757,2.26675,0.00175,0.00532933,yes
UNKNOWN,XLOC_012061,XLOC_012061,-,chr17:45877829-45879074,MockIFN,T1L-IFN,OK,0,0.163807,inf,#NAME?,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_012062,XLOC_012062,-,chr17:46033384-46045300,MockIFN,T1L-IFN,OK,0.0941512,0.33592,1.83507,2.2125,0.0139,0.032759,yes
UNKNOWN,XLOC_012063,XLOC_012063,-,chr17:46048958-46051624,MockIFN,T1L-IFN,OK,0,0.415234,inf,#NAME?,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_012097,XLOC_012097,-,chr17:47929413-47931301,MockIFN,T1L-IFN,OK,0.1992,0,#NAME?,#NAME?,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_012112,XLOC_012112,-,chr17:50210130-50210452,MockIFN,T1L-IFN,OK,0,0.780403,inf,#NAME?,0.00045,0.00156509,yes
UNKNOWN,XLOC_012115,XLOC_012115,-,chr17:50508251-50508765,MockIFN,T1L-IFN,OK,1.84491,0.486409,-1.9233,-2.03905,0.0205,0.045911,yes
UNKNOWN,XLOC_012124,XLOC_012124,-,chr17:53551624-53552013,MockIFN,T1L-IFN,OK,0,0.410306,inf,#NAME?,0.0028,0.00805617,yes
UNKNOWN,XLOC_012125,XLOC_012125,-,chr17:53553244-53553744,MockIFN,T1L-IFN,OK,0,0.229268,inf,#NAME?,0.00385,0.010579,yes
UNKNOWN,XLOC_012126,XLOC_012126,-,chr17:53553936-53556749,MockIFN,T1L-IFN,OK,0.0369646,0.423214,3.51717,3.45971,0.0042,0.0114366,yes
UNKNOWN,XLOC_012127,XLOC_012127,-,chr17:53558240-53559327,MockIFN,T1L-IFN,OK,0,0.184559,inf,#NAME?,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_012167,XLOC_012167,-,chr17:60313121-60320405,MockIFN,T1L-IFN,OK,1.77378,4.73166,1.41552,4.81711,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_012173,XLOC_012173,-,chr17:64142111-64143490,MockIFN,T1L-IFN,OK,0.618773,0.26062,-1.24746,-1.90031,0.01435,0.033686,yes
UNKNOWN,XLOC_012174,XLOC_012174,-,chr17:64144077-64146477,MockIFN,T1L-IFN,OK,0.926997,0.38519,-1.26699,-3.19828,0.0001,0.000397895,yes
UNKNOWN,XLOC_012184,XLOC_012184,-,chr17:66449867-66452599,MockIFN,T1L-IFN,OK,0.733203,0.217234,-1.75496,-3.77796,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_012195,XLOC_012195,-,chr17:70865752-70865954,MockIFN,T1L-IFN,OK,0,3.52179,inf,#NAME?,0.00385,0.010579,yes
UNKNOWN,XLOC_012209,XLOC_012209,-,chr17:73037098-73039891,MockIFN,T1L-IFN,OK,0.47008,0.224427,-1.06666,-1.94028,0.0138,0.0325574,yes
UNKNOWN,XLOC_012211,XLOC_012211,-,chr17:73253458-73259248,MockIFN,T1L-IFN,OK,0.818853,0.252582,-1.69685,-3.33007,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_012213,XLOC_012213,-,chr17:73972704-73985721,MockIFN,T1L-IFN,OK,0,1.47218,inf,#NAME?,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_012214,XLOC_012214,-,chr17:74007793-74008203,MockIFN,T1L-IFN,OK,0,0.450173,inf,#NAME?,0.0005,0.00171017,yes
UNKNOWN,XLOC_012238,XLOC_012238,-,chr17:79835482-79836424,MockIFN,T1L-IFN,OK,0.263887,0,#NAME?,#NAME?,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_012251,XLOC_012251,-,chr17:83349945-83350278,MockIFN,T1L-IFN,OK,0.837355,11.2582,3.749,3.60722,0.00275,0.00795647,yes
UNKNOWN,XLOC_012254,XLOC_012254,-,chr17:83818372-83823629,MockIFN,T1L-IFN,OK,0.40553,0.23163,-0.807984,-1.91381,0.0088,0.021909,yes
UNKNOWN,XLOC_012256,XLOC_012256,-,chr17:83998026-84013438,MockIFN,T1L-IFN,OK,1.64207,0.811773,-1.01637,-2.44841,0.0007,0.00230871,yes
UNKNOWN,XLOC_012281,XLOC_012281,-,chr17:87175886-87178111,MockIFN,T1L-IFN,OK,1.23956,0.41843,-1.56676,-2.61758,0.0018,0.00546267,yes
UNKNOWN,XLOC_012287,XLOC_012287,-,chr17:88066379-88107537,MockIFN,T1L-IFN,OK,0.547448,1.04573,0.933714,1.74668,0.0187,0.0424487,yes
UNKNOWN,XLOC_012298,XLOC_012298,-,chr17:93321674-93470341,MockIFN,T1L-IFN,OK,1.44564,3.15089,1.12406,3.56999,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_012303,XLOC_012303,-,chr17:3043874-3043963,MockIFN,T1L-IFN,OK,112221,54742.9,-1.03559,-2.84174,0.0001,0.000397895,yes
UNKNOWN,XLOC_012310,XLOC_012310,-,chr17:4851686-4858499,MockIFN,T1L-IFN,OK,3.21336,15.391,2.25993,8.59289,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_012316,XLOC_012316,-,chr17:5758143-5759714,MockIFN,T1L-IFN,OK,0,0.522865,inf,#NAME?,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_012317,XLOC_012317,-,chr17:5765838-5766284,MockIFN,T1L-IFN,OK,0,0.283831,inf,#NAME?,0.00265,0.00771238,yes
UNKNOWN,XLOC_012337,XLOC_012337,-,chr17:8268581-8271852,MockIFN,T1L-IFN,OK,0,0.570061,inf,#NAME?,0.00355,0.00987544,yes
UNKNOWN,XLOC_012343,XLOC_012343,-,chr17:10041890-10042247,MockIFN,T1L-IFN,OK,0,0.357391,inf,#NAME?,0.00455,0.0121492,yes
UNKNOWN,XLOC_012344,XLOC_012344,-,chr17:10092691-10093360,MockIFN,T1L-IFN,OK,0,0.508705,inf,#NAME?,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_012345,XLOC_012345,-,chr17:10128497-10146853,MockIFN,T1L-IFN,OK,0,1.17447,inf,#NAME?,5.00E-05,0.00020697,yes
UNKNOWN,XLOC_012348,XLOC_012348,-,chr17:10159866-10160665,MockIFN,T1L-IFN,OK,0.0269733,0.313421,3.5385,1.69461,0.0209,0.0465644,yes
UNKNOWN,XLOC_012349,XLOC_012349,-,chr17:10160927-10162994,MockIFN,T1L-IFN,OK,0,0.253976,inf,#NAME?,5.00E-05,0.00020697,yes
